idkunden;Nachname;Vorname;Geburtsdatum;Stadt
21531;Künzel;Martin;1972-02-29;Burgstadt
21532;Graf;Krzysztof;1959-03-12;Feuchtwangen
21533;Seiband;Kay Sönke;1973-06-15;Stgt.-Bad Cannstatt
21534;Jahn;Roland;1955-08-12;Stuttgart
21535;Müller;Martin;1972-02-29;Weißenfels
21536;Nothnagel;Markus Johannes;1976-08-24;?
21537;Bahaji;Sandro;1980-01-03;Herne
21538;Moser;Haki;1974-04-20;Sontheim a.d. Brenz
21539;Krämer;Ylli;1983-04-29;Heilbronn-Sontheim
21540;Boros;Hermann Ludwig;1949-04-22;Schäsburg
21541;Wiedemannott;Bernd-Klaus;1954-10-04;?
21542;Tycher;Volker Josef;1945-04-14;?
21543;Reinecke;Chauhan;1973-11-27;Hannover
21544;Allgaier;Ingebort;1955-12-30;?
21545;Litek;Piotr;1978-10-20;?
21546;Kabahasa;Rüdiger;1960-12-12;Skerike
21547;Dani;Mario;1965-11-06;Kosice
21548;Bauerfeld;Bahadir;1989-05-19;Stuttgart
21549;Bonsu-Sarpong;Francisco Delgado;1947-06-22;Mampong
21550;Haack;Osman;1963-06-08;Tostedt / Harburg
21551;Thompson;Rene;1969-07-15;Bradford
21552;50-2-2;Christian;1975-09-27;a
21553;Reitz;Olaf;1964-06-19;Stuttgart
21554;Thelen;Manfred;1958-12-27;?
21555;Eckert;Daniel;1980-05-17;Eppingen
21556;Parone;Paul;1942-09-27;?
21557;Frieser;Mohamed;1960-01-01;Bad Winsheim
21558;Bauer;Thomas;1969-06-14;Fuldatal ehem. Rothwesten
21559;Grimm;Abdinasir Hassan;1960-06-26;?
21560;Landt;Terrence Michael;1965-07-17;Gütersloh
21561;Jamm;Michael Walter;1961-04-12;Schwerin
21562;Heid;Stefan;1984-09-23;Straßburg
21563;Kienle;Paramanandam;1952-07-07;Mosbach
21564;Hecht;Martin;1975-09-24;Reutlingen
21565;Federico Lettezgki;Helmut;1961-12-24;Asmara
21566;Stelzer;Alexander;1967-09-21;Dresden
21567;Mohr;Mathias;1970-03-21;Osnabrück
21568;Sener;Jimmy;1979-01-05;Bursa/Türkei
21569;Steinert;Karl-Heinz;1940-08-12;?
21570;Zellfelder;Heiko Waldemar;1966-03-20;Grafenau
21571;Villena-Sanchez;Thomas Markus;1981-01-16;Malaga
21572;Schoch;Sascha;1978-10-20;Öhningen
21573;Alsleben;Waclaw;1954-09-06;Güsten / Bernburg
21574;Bernards;Mettin Manuel;1974-08-02;Düren
21575;Skoczny;Udo;1953-05-28;Mannheim
21576;Block;Adam;1947-12-24;Rostock
21577;Strähnz;Manfred;1940-11-12;Wurzen
21578;Rößler;Jürgen;1939-08-02;Greifswald
21579;Hagen;Volker;1969-07-26;Berlin-Spandau
21580;Naumann;Claus Günther;1966-05-19;Augsburg
21581;Müller;Helmut;1938-09-29;Karlsruhe
21582;König;Rene;1975-02-12;Lehnin
21583;Giese;Peter;1950-04-21;Nowa Ruda
21584;Grün;Mike Alexander;1972-07-18;Mannheim
21585;Brevetto;Dietmar;1963-02-28;Beneveto
21586;Schönrock;Klaus-Uwe;1959-07-02;Hirschau
21587;Gelfert;Tilman;1968-12-01;Rastatt
21588;Bühler;Michael Walter;1961-04-12;Karlsruhe
21589;Mc Carroll;Joanis;1968-04-22;Fear Manach/Fremanagh
21590;Haaß;Hans;1949-08-26;Darmstadt
21591;Kastl;Markus;1971-10-31;Mettingen
21592;Mauck;Waldemar;1960-03-19;Borna
21593;Leithold;Uwe Hans;1961-08-11;Riesa / Sachsen
21594;Schulz;Ludwig;1956-12-24;Sümmern jetzt Iserlohn
21595;Walleit;Werner;1954-10-22;Köningsberg
21596;Delagic;Detlef;1966-10-04;Bosnien
21597;Michel;Tari;1980-09-29;Siegburg
21598;Flad;Miroslav;1941-01-01;Willmandingen
21599;Krimmer;Shahin;1982-03-21;Stuttgart
21600;Bohlmann;Tadeusz;1951-01-16;Berlin
21601;Malinowski;Frank;1955-07-22;Krosno
21602;Haji Mokhtar;Yanev;1954-07-29;Shayr Ray
21603;Müller;Harry;1942-06-28;stuttgart
21604;Temeheimonot;Olaf;1964-09-18;Asmarah
21605;Potschadly;Friedrich Albrecht;1951-01-15;Passow
21606;Kienbaum;Michael  Markus;1977-09-14;Bonn
21607;Hermann;Mario;1963-10-25;München
21608;Yilmanz;Erwin;1962-02-03;Igdir / Türkei
21609;Krsnik;Tesfagabr;1954-06-16;Zagreb
21610;Ulferts geb. Oelschläger;Armand;1972-01-27;Wernigerode
21611;Lengning;Wolfgang Dieter;1960-09-09;Stuttg. Bed Cannstatt
21612;Papadopoulos;Ole Erik;1963-05-13;Kasachstan
21613;Rietheimer;Demovas;1973-09-15;Winnenden
21614;Stephhens;Andreas;1968-08-25;London
21615;Schoppa;Pasquale;1923-10-26;Stuttgart-Zuffenhausen
21616;Neumaier;Markus;1976-04-21;Stuttgart
21617;Klaus;Erhard Frank;1967-08-05;?
21618;Bauer;Dieter;1961-11-14;?
21619;Thal;Josef;1933-03-15;Petroschen / Rumänien
21620;Limmer;Jürgen Walter;1970-02-21;Siebeldingen
21621;Test6;Andreas;1961-05-07;f
21622;Kielkopf;Martin;1981-03-31;Stuttgart-Münster
21623;Kleinert;Michael;1983-03-07;Hildburghausen
21624;Lippenberger;Uwe Karl Heinz;1970-08-23;Regensburg
21625;Wagner;Klaus;1938-11-24;Gaildorf
21626;Es Sahel;Eduardo;1959-10-13;Tamegroute Zagora
21627;Teodorescu;Friedr-Manfred;1954-11-05;Giurgiu
21628;Chaib;Günter;1939-09-04;Chelghoum Laid
21629;Paul;Erwin;1962-02-03;Wien
21630;Ayeh;Mario;1978-06-07;Lartey
21631;Krause;Kai Martin;1981-05-17;Lawalde
21632;Greunig;Georg Herbert;1935-12-17;Stuttgart
21633;Koppe;Tomasz;1971-01-21;Leipzig
21634;Jurkiewics;Manfred Günter;1960-02-27;Jelenia Gora
21635;Walkowiak;Attila;1976-09-01;Bochum
21636;Wörner;Luigi;1963-03-19;Freiburg
21637;Lichter;Manuel de Jesus;1957-07-29;Trier
21638;Balkow;Peter;1951-06-12;Ueckermünde
21639;Stadler;Joachim;1960-02-01;?
21640;Wawrzyniak;Lars;1971-05-31;Gryfino
21641;Schmidt;Olegs;1972-08-30;?
21642;Gunaseelan;Josef;1938-12-31;Point Pedro
21643;Wischnewski;Daniel;1982-05-09;Wiehl
21644;Jahoda;Heiko - Udo;1969-03-02;Levoca
21645;Nitsche;Günter Walter;1940-11-03;Waldshut
21646;Räuchle;Peter;1961-01-12;Heidenheim
21647;Akkari;Helmut;1962-07-31;Ain Touta Batna
21648;Ayeh;Klaus;1969-09-27;Lartey
21649;Gerstenberg;Baptista-Antonio-Israel;1976-08-05;Duisburg
21650;Reissmüller;Thorsten Franz;1967-02-05;Göppingen
21651;Andric;Ernst - Martin;1946-11-10;Svilenva/Kosevo Serbien
21652;Dias Andrade;Andreas Joachim;1961-05-03;?
21653;Späth;Heiko - Udo;1969-03-02;Bietigheim-Bissingen
21654;Datso;Christian Matthias;1960-01-25;Ukraine
21655;Pachner;Kai;1975-01-11;Mutlangen
21656;Swistek;Detlef;1964-02-27;Zamosc
21657;Hensen;Vittorio;1950-03-14;Dessau
21658;Meier;Artur;1968-06-15;Kaiserslautern
21659;Walter;Robert;1959-02-27;Paskane
21660;Rackow;Peter;1941-12-12;Braunschweig
21661;Krämer;Eugeniusz Henryk;1953-11-14;Kiel
21662;Natnel;Peter;1963-01-25;Asmara
21663;Wunderlich;Benbela;1966-11-03;?
21664;Bajrami;Raimund Otto;1949-02-28;Jeneral  Jancovic
21665;Jerkovicz;Klaus-Dieter;1958-01-24;Ludwigsburg
21666;Gruber;Michael;1959-04-07;Tübingen
21667;Coenen;Csaba;1981-11-05;Setterich
21668;Widmann;Fredy-Martin;1946-04-03;Ulm
21669;Loch;Zottan;1948-01-17;?
21670;Thomas;Uwe;1947-06-23;Erfurt
21671;Lentsch;Armin;1963-08-11;Magdeburg
21672;Kopp;Peter Lutz Dieter;1948-06-29;Nürnberg
21673;Greunig;Jürgen Otto Fred;1953-05-01;Stuttgart
21674;Horoz;Jürgen;1957-01-14;Stuttgart
21675;Busch;Thomas;1964-02-21;Ober ramstadt
21676;Gehre;Fabio;1975-08-31;Steinheidel-Erlanbrunn
21677;Odenbreit;Viktor;1958-08-19;Simmern
21678;Müsdeci;Ali;1976-09-05;Köstence
21679;Sachenidis;Abdi;1962-08-01;Dramas
21680;Sommer;Bernhard Michael;1972-07-10;Petrovo / Serbien
21681;Engels;Günther;1957-07-18;Hamburg
21682;Baumann;Michael;1960-11-11;Stuttagrt-Bad Cannstatt
21683;Zich;Bernhard;1958-06-27;Duschanbe
21684;Dos santo brito;Sergio;1969-10-14;Sebastiao da Pedreira
21685;Kozan;Hans Peter;1954-04-14;Adana
21686;Kuchenbecker;Siegmund, Karl;1957-09-12;Tübingen
21687;Abounacer;Dieter;1942-12-10;Id Ouguenidif
21688;Heinroth;Rolf;1945-06-20;Wallhausen
21689;Mehri-Porgo;Roland;1961-11-16;-
21690;Constantinidis;Horst;1941-01-10;Nürnberg
21691;Travaglione;Vic;1975-04-26;Neapel
21692;Schäfer;Wolfgang;1953-02-24;Osijek
21693;Ulmer;Dirk;1969-09-19;Göppingen
21694;Koch;Ralf Dietmar;1965-06-14;Sruttgart
21695;Haji Mokhtar;Christian;1980-06-14;Shayr Ray
21696;Fassil;Servatius;1946-07-05;Asmara
21697;Haller;Jörg;1957-03-23;Stuttgart
21698;Huber;Bernd;1961-10-07;Bruckmühl
21699;Hummel;Rudolf;1959-03-10;Weingarten
21700;Finkbeiner;Joachim;1964-09-12;Stuttgart
21701;Cornelius;Selami;1963-02-09;Kronenburg
21702;scgopp;Kurt Adolf;1961-06-04;Esslingen
21703;Wornath;Sven-Oliver;1975-09-06;Dresden
21704;Janocha;Reinhard Gerd;1948-09-04;Budapest
21705;Hoffmann;Alexander;1976-08-24;Heidelberg
21706;Karajan;Wolfgang Horst Gerhard;1956-04-23;Andreewka
21707;Del;Marcel;1976-03-13;Lybni
21708;Velatovac;Axel;1963-03-03;Banja Luka
21709;Zayed;Jiri;1957-03-15;Kuwait
21710;Ilausky;Mirko;1970-04-27;Ishewsk
21711;Mielke;Salvatore;1942-12-04;Spaichingen
21712;Samaras;Maik;1975-06-04;Kozanis
21713;Tietz;Reinhold;1951-04-05;?
21714;Spencer;Jörg Eberhard;1957-10-30;Hall
21715;Borsch;Denny;1982-08-25;Erfurt
21716;Winter;Ulrich;1948-02-20;München
21717;Heinicke;Josef;1939-07-03;Daubnitz (Krs. Meissen)
21718;Gassmann;Erich;1961-11-26;Stuttgart
21719;Eckert;Jürgen;1964-03-03;Eppingen
21720;Rittmann;Michael;1972-01-17;München
21721;Ratke;Frank;1968-12-18;?
21722;Parton;Jürgen;1946-09-21;Hindley
21723;Bromann;Yakup;1983-01-10;Eckenförde
21724;Hammacher;Hans-Joachim;1954-09-09;Ailingen
21725;Steinke;Jürgen;1958-10-17;Reutlingen
21726;Kootz;Karl-Heinz;1940-03-14;Bützow
21727;Budrevicius;Hubert;1931-08-03;Lietuva
21728;Gerkowski;Hans-Jürgen;1961-02-03;Passin
21729;Tamen;Walter;1956-05-03;Beaugaire
21730;Trzebinski;Fabio;1975-08-31;Hohengellin
21731;Nierzwicki;Alfons Anton;1944-02-10;Dinslaken
21732;Jurcevic;Marko;1954-04-17;Fericanci
21733;Yassin;Andreas;1969-11-04;Burao
21734;Korczykowski;Heiko Gustav;1967-03-25;Grojec
21735;Menzel;Torsten Michael;1966-11-02;Stuttgart
21736;Möbes;Latif;1976-07-01;Dessau
21737;Harm;Herve;1966-01-07;Berlin-Lichtenberg
21738;Fink;Thorsten Andreas;1974-11-28;Vilseck
21739;Hombert geb. Rüter;Stefan;1965-01-22;Berlin
21740;Wahl;Albert;1956-03-01;Lauingen
21741;Krieg;Mahmut;1961-01-11;Malsch
21742;Russo;Karl Heinz;1954-12-14;Cariati
21743;Ayari;Anton;1929-02-01;Kasserine
21744;Nowak;Hans;1949-08-26;Durdevac
21745;Stöferle;Waldemar;1978-12-03;Stuttgart
21746;Braun;Test6;1905-02-12;Kerepestarca(Magyaropszoag)
21747;Cvetanovic;Christian Klaus Johannes;1961-12-06;Gorcinci / Babusnica
21748;Kikin;Ralf;1968-02-29;Rimavska Sobota
21749;De Oliveira Pinto;Andreas;1972-06-21;Hamburg
21750;Süsser;Friedr-Manfred;1954-10-05;?
21751;Bismarck;Werner;1950-01-16;Münstermaifeld
21752;Geschele geb. Gurjew;Zhivko ivanov;1968-05-10;Raygordok
21753;Keil;Hans-Jürgen;1945-03-07;Bergweiler
21754;Grigorczik;Erhardt Manfred Udo;1947-05-24;Merseburg
21755;Herforth;Tim;1979-09-11;Freiburg im Breisgau
21756;Sassano;Michael Mike;1975-09-28;Sansevero Foggia
21757;Rink;Martin;1972-02-29;Coburg
21758;Hahnebeck;Maik;1979-01-23;Schwelm
21759;Gey;Norbert;1958-08-19;Markranstädt
21760;Onder;Mario;1982-09-24;Vejprty
21761;Arsentjew;Lothar Manfred;1957-12-01;Lemberg
21762;Wornath;Karl;1957-11-15;Dresden
21763;Eberbach;Peter;1963-12-24;Karlsruhe
21764;Freisinger;Peter;1966-12-07;Fellheim
21765;Lichte;Ralf;1963-10-10;Bad Oenhausen
21766;Velatovac;Gottfried;1935-09-22;Banja Luka
21767;Krüger - Costa;Joachim;1966-05-15;Ludwigsburg
21768;Ruegg;Stefan Siegfried;1954-03-03;?
21769;Schmidt;Shahab;1957-11-09;Wuppertal
21770;Ceihir;Tibor;1976-10-17;Oujda
21771;Bertram;Marcelo;1971-12-19;Scharzfeld Herzberg
21772;Jovanov;Ingo Otto Erich;1948-04-24;Titov Veles
21773;Rilling;Kurt;1951-02-04;Jessen/Elster
21774;Flad;Friedrich;1951-08-06;Willmandingen
21775;Schoch;Karl-Heinz;1940-03-14;Stuttgart-Hedelfingen
21776;Hummel;Joachim;1969-02-19;Stuttgart
21777;Wallner;Detlef;1966-05-10;Burghausen
21778;Dölger;Giovanni;1963-04-02;Gernsbach
21779;Tzegat;Andreas;1983-10-18;Asmara
21780;Horvath;Rostislav;1981-02-08;Kisvarda
21781;Reck;Volker Horst;1965-10-12;Bad Langensalza
21782;Heinz geb. Ardaschow;Ludwig;1956-12-24;Ksenewakoja
21783;Nikolenko;Heinz Henri;1931-05-02;Bulgarien
21784;Wiesner;Frank-Helmut-Ferdinand;1968-04-23;Fulda
21785;Mateta Kingani;Vic;1975-04-26;Uige
21786;Reiche;Alfred;1952-08-24;Berlin
21787;Szabo;Eddy;1971-03-29;Miskolc
21788;Wipprecht;Karl Heinz;1922-12-26;?
21789;Cunha , Gomes da;Klaus-Dieter;1972-10-11;Figueira de Foz  (Buarcos)
21790;Frobenius;Sascha;1983-08-05;Frankfurt A Main
21791;Istan;Manfred Markus;1960-12-04;Kecskemet
21792;Krüer;Paul;1945-01-01;Bassum
21793;Stoll;Piotr;1965-07-19;Crimmitschau
21794;Modesti;Peter Johann;1959-10-15;S.Daniele (UD)
21795;Jünger;Robert;1969-02-06;Landsber / Lech
21796;Köhler;Jens-Christian;1948-04-23;Eberswalde
21797;Klug;Andreas Michael;1964-10-02;Horb
21798;Tybel;Axel;1963-03-03;Sokal
21799;Kuzmann;Rudolf;1954-05-18;?
21800;Baumann;Thomas;1968-04-13;Wollin
21801;Boadu;Thomas;1977-05-16;Kumasi
21802;Gomer;Amjed;1966-08-02;Osch
21803;Kurek;Stefan Rudolf;1963-08-03;Sulkowice
21804;Siano;Sven;1965-06-11;Herscheid
21805;Stichler;Hans-Hermann;1954-01-02;?
21806;Hammerschmidt;Jaroslaw, Jacek;1976-10-14;?
21807;Dipping;Helmut Max Franz;1939-08-13;Waiblingen
21808;Clemens;Peter;1941-12-12;Berlin
21809;Silcher;Udo;1958-12-01;Stuttgart
21810;Pomblitz;Bodo Günther;1965-11-02;Weimar
21811;Jantz;Renato;1973-05-05;Zwickau
21812;Maier-Fernkorn;Jürgen;1958-10-17;?
21813;Werner;Ewald;1942-06-15;Düsseldorf
21814;Tipuric;Werner;1949-11-05;Velilei / Prijavar
21815;Rost;Werner;1956-12-05;Annahütte
21816;Fechter;Markus;1972-07-07;Osterhofen
21817;Mazuriks;Hans-Joachim;1947-01-23;Valmiera
21818;Amlinger;Claus;1965-09-23;Kadelburg
21819;Wieterski;Hans Georg;1952-04-27;Wieruszow
21820;Fleischer;Werner, Udo;1966-08-22;Bad Muskau
21821;Kratel;Dieter;1960-06-26;Oppach
21822;Walter;Karl-Heinz;1940-09-26;Stuttgart
21823;Klug;Rosen Dimitrov;1977-04-25;Horb
21824;Richert;Attila Gyula;1981-08-30;Stuttgart-Bad Cannstatt
21825;Nabil;Woiciach;1979-12-10;Via Candia
21826;Bildat;Brahima;1965-08-04;?
21827;Krumm;Efstratios;1969-10-21;Greifswald
21828;Scherzer;Ronald Peter;1972-06-17;Vinkociv / Kroatien
21829;Hartlieb;Axel;1951-05-31;Leonberg
21830;Hügel;Heinrich;1965-09-27;Gomaringen
21831;Okusun;Manfred Hans-Georg;1959-06-13;Uromi
21832;Ramadani;Alfred;1952-08-24;Gostivar
21833;Fusca;Ewin Willi;1961-11-27;Avola
21834;Andrzejczak;Ferenc;1974-02-26;Gdansk
21835;Ulma;Hans;1940-02-19;Großheidekrug
21836;Dias Andrade;Kai Uwe;1967-05-13;?
21837;Obbelode;Leszek Adam;1955-04-04;Kamen
21838;Zertus;Josef;1938-12-31;Zagreb
21839;Yildirim;Wilhelm;1949-09-16;Elbistan
21840;Lenz;Sascha;1981-12-05;Berlin
21841;Pitschmann;Benno;1938-03-16;Leipzig
21842;Eckert;Erwin, Otto;1938-08-27;?
21843;Schaper;Robert;1962-12-29;Rinteln
21844;Okoye;Ervin;1978-03-18;Surulere Lagos
21845;Möbes;Peter;1959-09-11;Dessau
21846;Veneruso;Fragkos;1973-05-30;Napoli
21847;Pahnke;Peter;1955-02-15;Marburg
21848;Meyer;Richard Sean;1961-09-07;Stgt. Bad-Cannstatt
21849;Capan;Rolf Manfred;1955-02-06;Korudibi/ Türkei
21850;Neumaier;Horst-Klaus;1968-10-16;Stuttgart
21851;Kostyukovskiy;Georg;1959-04-18;St. Petersburg
21852;Meos;Benjamin;1978-11-08;Tartu
21853;Smith;Jens;1971-09-13;Fort Bragg
21854;Schwalbe;Björn;1974-12-19;Neumünster
21855;Chapman;Günter Alois;1946-11-12;Stuttgart
21856;Deminie;Gustav Adolf;1939-04-24;?
21857;Frost;Manfred;1942-09-27;Hüllerse
21858;Kraushaar;El Taibb;1962-02-26;Temeschburg
21859;Fleischer;Robert Alfons;1962-04-29;Bad Muskau
21860;Horn;Martin alfred;1961-05-24;Roßlau
21861;Bayer;Mario;1969-02-27;Zentbechhofen
21862;Flebbe;Denes;1970-08-21;Hepstedt
21863;Krause;Andreas;1977-08-19;Rostock
21864;Laske;Uwe;1945-12-15;Bautzen
21865;Starnovsky;Kai;1983-05-21;Prerov
21866;Carletta;Konstantin;1983-09-08;Poggiardo
21867;Krug;Thomas;1964-02-21;?
21868;Schwarzer;Steffen;1980-02-24;?
21869;Saridzic;Peter;1961-11-24;Zagreb
21870;Gebhard;Siegfried;1961-06-05;Döbeln
21871;Zimmermann;Markus;1974-02-25;Grothenrath
21872;Kordas;Hans Jürgen;1948-12-12;Königsberg
21873;xy;Shahab;1957-11-09;p
21874;Linder;Michael;1972-06-24;Stuttgart
21875;Bodesinsky;Uwe  Robert;1956-07-31;Lauf/Peg
21876;Fröscher;Karsten Ingo;1964-05-10;Frankfurt / Oder
21877;Kavak;Walter;1939-09-23;Eskischi
21878;Schmeling;Andreas Michael;1964-10-02;Potsdam
21879;Gheorghe;Andrzej Roman;1970-07-09;Turnu Magurele
21880;Hagen;Danijel;1981-06-20;Berlin-Spandau
21881;Heinroth;Dubravko;1974-03-11;Wallhausen
21882;Dörrer;Helmut;1975-04-23;Reichental J Gernsbach
21883;Erdlen;Enzo Aaron;1979-11-15;Heidenheim
21884;Gelhaar;Efstathios;1963-12-26;Essen
21885;Borissov;Mitko;1974-10-10;T.Tyila
21886;Minutoli;Wolfgang Horst Gerhard;1956-04-23;Barcellona Pozzo di Gotto
21887;Rebronja;Andre;1975-04-06;?
21888;Sabas;Hans;1942-12-23;Lünen
21889;Hechtel;Thomas;1961-06-15;?
21890;Kramer;Ulrich;1948-02-20;Göppingen
21891;Mauersberger;Franz - Xaver;1938-04-12;Hagen
21892;Arning;Rangrar;1970-09-24;?
21893;Huang;Jose Aleixa;1963-05-14;Fujiang
21894;Colaci;Markus;1975-12-17;Galatina / Lesse
21895;Paul;Andreas Thomas;1979-11-17;Wien
21896;Pfister;Klaus Dieter;1958-03-03;Gerolsberg
21897;Horn;Johannes;1961-11-28;Tettnang
21898;Mateta Kingani;Patric David;1984-12-31;Uige
21899;McKee;Karl-Wilhelm;1928-01-27;Los Angeles
21900;Lehmann;Antonio;1946-12-22;Hamburg
21901;Mattscheck;Horst;1979-04-22;Dessau
21902;Scheib;Tobias Martin;1969-07-28;Landau
21903;Zerner;Lars;1971-05-31;Merseburg / Sachsen-Anh.
21904;Nandke;Jürgen;1949-09-07;Hamburg
21905;Heyer geb. Ostermair;Kasimir;1956-10-25;München
21906;Levy;Winfried;1972-07-12;Alexandria
21907;Pachkovskii;Erding;1970-07-07;Kenerovskov
21908;Kleofasz;Klaus.- Dieter;1957-04-04;Etyek/Stuhlweißenburg
21909;Es Sahel;Taso;1971-06-01;Tamegroute Zagora
21910;Schmoranz;Abdi Aw Nur;1962-01-20;Nördlingen
21911;Odenwälder;Marco a vicen;1983-01-06;?
21912;Kulikov;Uwe;1945-12-15;Shirnovsk
21913;Troanches;Siegfried;1961-06-05;Zlatna
21914;Frank;Fayaaz Michael;1988-04-16;Vohenstrauß
21915;Nabil;Lothar Manfred;1957-12-01;Via Candia
21916;Reinke;Manfred;1942-09-27;Demmin
21917;Baur;Frank;1968-07-22;?
21918;De benedictis;Clement Anton;1954-01-06;Bari
21919;Varacka;Johannes Dieter;1955-08-09;Karlsbad
21920;Joseph;Bernhard;1962-12-11;Paris
21921;Zillmann;Eder;1978-08-26;Böblingen
21922;Stelter;Walid;1965-05-04;Stuttgart- Bad Cannstadt
21923;Holzberg;Hans-Peter Rolf;1936-05-06;Wilhelmshaven
21924;Stein;Sascha;1977-05-03;Saarlouis
21925;Engelen;Michael;1953-05-11;Leverkusen
21926;Tycher;Stefan;1972-10-01;?
21927;Stypinski;Siegfried;1933-11-23;?
21928;Tipuric;Walter;1941-10-04;Velilei / Prijavar
21929;Hinterlechner;Ingmar Johannes;1966-08-29;Steyr
21930;Perlys;Wolfgang;1947-11-01;Kaunas
21931;Lippke;Christian Gerd;1967-04-24;Schwäbisch Hall
21932;Rainer;Ralf;1975-05-25;Jadenburg / Steiermark
21933;Fischer;Walter;1960-03-21;Bad Cannstatt
21934;Sierat;Ronaldo;1951-06-14;Arnstadt
21935;Janßen;Anatolij;1954-06-19;Pfalzdorf
21936;Asterios;Alexander;1962-11-09;Nürnberg
21937;Wendel;Kurt;1947-05-31;Pforzheim
21938;Hönig;Erik;1979-08-11;St. Johann Mayen
21939;Lange;Ralf;1962-02-14;Kirchheim Teck
21940;Emmel;Jörg;1962-06-23;?
21941;Bismarck;Wolfgang Walter;1960-10-12;Münstermaifeld
21942;Rott;Paolo;1964-02-02;Stuttgart
21943;Sahin;Nikola;1974-06-17;Gelsenkirchen
21944;Entenmann;Stefan;1951-08-11;Stuttgart
21945;Kasakowskij;Stefan;1963-01-13;Batamschinsk
21946;Radi;Michael;1957-02-08;Stuttgart
21947;Knödler;Isaac Yaw;1963-02-09;Bargau J Schwäb Gmünd
21948;Reichle;Horst;1979-04-22;?
21949;Fodor;Adriano;1944-04-23;Orahovica
21950;Ultes;Gerd;1971-10-19;?
21951;Tzegat;Hilmar Leopold;1943-09-20;Asmara
21952;Olivieira;Goran;1972-06-08;Apeldoorn
21953;Matschek;Volker;1952-12-19;?
21954;Schönrock;Ali;1983-05-09;Hirschau
21955;Schoppa;Dirk;1966-06-17;Stuttgart-Zuffenhausen
21956;Losse;Rainer Michael;1954-05-24;Prenzlau
21957;Hinterlechner;Matthias;1964-12-14;Steyr
21958;Romanowsky;Lutz;1968-09-29;Thaden
21959;Marten;Sergejs;1975-01-22;Amsfelden
21960;Müller;Adan Abdillahi;1948-12-10;Leipzig
21961;Bauer;Dezider;1956-12-31;Ludwigsburg
21962;Schier;Daniel - Oliver;1968-08-16;Burg A Fehmann
21963;Ince;Antonio;1947-03-08;Aksaray
21964;Moscha;Daniel;1983-03-14;Stollarzowitz/Schlesien
21965;Sahin;Andreas Thomas;1979-11-17;Samson
21966;Huße;Andreas Rudolf;1970-02-12;Erlangen
21967;Ruegg;Martin;1964-11-10;?
21968;Becker;Markus;1976-10-26;Briey
21969;Olah;Eduard;1974-06-05;Rimavska
21970;Laufenberg;Gero;1942-01-26;Köln
21971;Sartor;Pasquale;1923-10-26;Offenburg
21972;Sailer;Gero;1942-01-26;Ludwigsburg
21973;Djerdj;Martin KarlHeinz;1969-03-25;Ochsenhausen
21974;Timmer;Jorge;1963-01-29;keine Angabe
21975;Moore;Uwe;1962-01-28;Louisiana
21976;Rüth;Dmitrij;1979-09-15;Wimbern (Wickede/Ruhr)
21977;Korb;Erich;1944-04-18;Heilbronn
21978;Kir;Günter;1941-04-14;Merisn
21979;Auge;Matthias;1980-12-05;Bonn- Duisdorf
21980;Schmidt;Haci;1967-09-29;Adelsheim
21981;Landt;Wilhelm;1956-07-30;Gütersloh
21982;Gruia;Michael Somehai;1977-09-16;Gottlob
21983;Weber;René-Daniel;1949-02-19;?
21984;Tees;Konrad;1958-09-23;London
21985;Sinanovic;Tobias;1982-06-15;Zell am See
21986;Kasza;Oswald Willi Hugo;1958-07-28;Zagreb
21987;Meyer;Kostiantyn;1955-06-15;Merzig
21988;Koch;Joachim;1946-05-31;Erfurt
21989;Tietz;Gerhard;1945-01-20;?
21990;Schaukal;Richard;1963-08-08;Stuttgart
21991;Sinka;y;1900-01-01;Novi Sad
21992;Thiele;Dimitrios;1964-01-03;Arnstadt
21993;Schindler;Holger;1955-02-06;Brünn (früheres Sudetenland)
21994;Teut;Ludwig;1956-12-24;Berlin
21995;Kattendick;Günter Hermann;1940-02-17;Ludwigsburg
21996;Ritter;Dino;1968-06-04;Backnang
21997;Lorenz;Michael;1955-12-21;Lusaka
21998;Wanielik;Michael;1972-04-24;Kirchheim unter Teck
21999;Maggartou;Vladimir;1981-10-30;Armentiere
22000;Sierra;John  Martin  Hermann;1954-05-02;Bologna
22001;Wanielik;Muhamet;1963-08-09;Kirchheim unter Teck
22002;Suleiman;Henry;1957-08-07;Homs / Syrien
22003;Strauß;Georg;1967-08-24;Ellwangen/Jagst
22004;Sen;Norbert;1941-09-09;Ulm
22005;Küpper;Fernando Manuel;1970-12-05;Düsseldorf
22006;Moretti;Klaus;1938-11-24;Nürnberg
22007;Biedermann geb. Urbansky;Gerald;1974-02-10;Leisnig
22008;Stäger;Christian Matthias;1960-01-25;Würzburg
22009;Jebsen;Hardi;1946-10-08;Stollberg
22010;Mauck;Jochen;1967-12-14;Bützow
22011;Ramadani;Hans Dieter;1946-05-26;Stublina/Gnjilane
22012;Heid;Rainer;1955-01-15;Straßburg
22013;Fischer;Pascal;1986-04-16;Poppelau
22014;Michel;Matthias;1963-07-02;Siegburg
22015;Pendl;Wolfgang;1919-03-18;?
22016;Aksüt;Kara;1975-03-11;Bilecik
22017;Krämer;Tibor;1976-10-17;Löbnitz
22018;Clemens;Giuseppe;1951-10-24;Berlin
22019;Hopfmann;Werner;1947-07-05;Schkenditz (bei Leipzig)
